Time [s],Pin4,Pin5,OtherStrobeMaybe_n,TRESETn,StrobeMaybe
4.493860480,1,1,0,1,0
4.493860600,1,0,0,1,0
4.493860620,0,0,0,1,0
4.493860740,0,1,0,1,0
4.493860860,0,0,0,1,0
4.493860980,0,1,0,1,0
4.493861100,0,0,0,1,0
4.493861240,0,1,0,1,0
4.493861360,0,0,0,1,0
4.493864340,0,0,0,1,1
4.493866160,0,0,0,1,0
4.493866220,0,0,1,1,0
4.493866420,0,1,1,1,0
4.493866560,0,0,1,1,0
4.493866680,0,1,1,1,0
4.493866800,0,0,1,1,0
4.493866940,0,1,1,1,0
4.493867060,0,0,1,1,0
4.493867180,0,1,1,1,0
4.493867300,0,0,1,1,0
4.493867440,0,1,1,1,0
4.493867560,0,0,1,1,0
4.493867680,0,1,1,1,0
4.493867820,0,0,1,1,0
4.493867940,0,1,1,1,0
4.493868060,0,0,1,1,0
4.493868180,0,1,1,1,0
4.493868320,0,0,1,1,0
4.493871280,0,0,1,1,1
4.493871360,0,0,0,1,1
4.493876640,0,0,0,1,0
4.493876920,0,1,0,1,0
4.493877060,0,0,0,1,0
4.493877180,0,1,0,1,0
4.493877300,0,0,0,1,0
4.493877420,0,1,0,1,0
4.493877560,1,0,0,1,0
4.493877680,1,1,0,1,0
4.493877800,0,0,0,1,0
4.493877920,0,1,0,1,0
4.493878060,0,0,0,1,0
4.493878180,0,1,0,1,0
4.493878300,0,0,0,1,0
4.493878420,0,1,0,1,0
4.493878560,0,0,0,1,0
4.493878680,0,1,0,1,0
4.493878800,0,0,0,1,0
4.493881780,0,0,0,1,1
4.493882440,0,0,0,1,0
4.493882720,0,1,0,1,0
4.493882840,0,0,0,1,0
4.493882960,0,1,0,1,0
4.493883100,0,0,0,1,0
4.493883220,0,1,0,1,0
4.493883340,0,0,0,1,0
4.493883460,0,1,0,1,0
4.493883600,0,0,0,1,0
4.493883720,0,1,0,1,0
4.493883840,0,0,0,1,0
4.493883960,0,1,0,1,0
4.493884100,0,0,0,1,0
4.493884220,0,1,0,1,0
4.493884340,0,0,0,1,0
4.493884480,0,1,0,1,0
4.493884600,0,0,0,1,0
4.493887580,0,0,0,1,1
4.493888900,0,0,0,1,0
4.493889040,1,0,0,1,0
4.493889160,1,1,0,1,0
4.493889300,1,0,0,1,0
4.493889420,1,1,0,1,0
4.493889540,0,0,0,1,0
4.493889660,0,1,0,1,0
4.493889800,0,0,0,1,0
4.493889920,0,1,0,1,0
4.493890040,0,0,0,1,0
4.493890160,0,1,0,1,0
4.493890300,1,0,0,1,0
4.493890420,1,1,0,1,0
4.493890540,1,0,0,1,0
4.493890660,1,1,0,1,0
4.493890800,0,0,0,1,0
4.493890920,0,1,0,1,0
4.493891040,0,0,0,1,0
4.493894020,0,0,0,1,1
4.493895840,0,0,0,1,0
4.493895900,0,0,1,1,0
4.493896120,0,1,1,1,0
4.493896240,0,0,1,1,0
4.493896360,0,1,1,1,0
4.493896500,0,0,1,1,0
4.493896620,0,1,1,1,0
4.493896740,0,0,1,1,0
4.493896860,0,1,1,1,0
4.493897000,0,0,1,1,0
4.493897120,0,1,1,1,0
4.493897240,0,0,1,1,0
4.493897360,0,1,1,1,0
4.493897500,0,0,1,1,0
4.493897620,0,1,1,1,0
4.493897740,0,0,1,1,0
4.493897860,0,1,1,1,0
4.493898000,0,0,1,1,0
4.493900980,0,0,1,1,1
4.493901040,0,0,0,1,1
4.493907300,0,0,0,1,0
4.493907580,0,1,0,1,0
4.493907700,0,0,0,1,0
4.493907820,0,1,0,1,0
4.493907960,0,0,0,1,0
4.493908080,0,1,0,1,0
4.493908200,1,0,0,1,0
4.493908320,1,1,0,1,0
4.493908460,0,0,0,1,0
4.493908580,0,1,0,1,0
4.493908700,0,0,0,1,0
4.493908820,0,1,0,1,0
4.493908960,0,0,0,1,0
4.493909080,0,1,0,1,0
4.493909200,0,0,0,1,0
4.493909320,0,1,0,1,0
4.493909460,0,0,0,1,0
4.493912440,0,0,0,1,1
4.493913100,0,0,0,1,0
4.493913360,0,1,0,1,0
4.493913500,0,0,0,1,0
4.493913620,0,1,0,1,0
4.493913740,0,0,0,1,0
4.493913880,0,1,0,1,0
4.493914000,0,0,0,1,0
4.493914120,0,1,0,1,0
4.493914260,0,0,0,1,0
4.493914380,0,1,0,1,0
4.493914500,0,0,0,1,0
4.493914620,0,1,0,1,0
4.493914740,0,0,0,1,0
4.493914880,0,1,0,1,0
4.493915000,0,0,0,1,0
4.493915120,0,1,0,1,0
4.493915260,0,0,0,1,0
4.493918220,0,0,0,1,1
4.493919560,0,0,0,1,0
4.493919700,1,0,0,1,0
4.493919820,1,1,0,1,0
4.493919960,1,0,0,1,0
4.493920080,1,1,0,1,0
4.493920200,0,0,0,1,0
4.493920320,0,1,0,1,0
4.493920460,0,0,0,1,0
4.493920580,0,1,0,1,0
4.493920700,0,0,0,1,0
4.493920820,0,1,0,1,0
4.493920960,1,0,0,1,0
4.493921080,1,1,0,1,0
4.493921200,1,0,0,1,0
4.493921220,0,0,0,1,0
4.493921320,0,1,0,1,0
4.493921460,1,0,0,1,0
4.493921580,1,1,0,1,0
4.493921700,1,0,0,1,0
4.493934760,1,0,0,1,1
4.493936440,1,0,0,1,0
4.493936480,1,0,1,1,0
4.493936580,0,0,1,1,0
4.493936700,0,1,1,1,0
4.493936840,1,0,1,1,0
4.493936960,1,1,1,1,0
4.493937080,1,0,1,1,0
4.493937200,1,1,1,1,0
4.493937340,0,0,1,1,0
4.493937460,0,1,1,1,0
4.493937580,0,0,1,1,0
4.493937700,0,1,1,1,0
4.493937840,0,0,1,1,0
4.493937960,0,1,1,1,0
4.493938080,0,0,1,1,0
4.493938200,0,1,1,1,0
4.493938340,0,0,1,1,0
4.493938460,0,1,1,1,0
4.493938580,0,0,1,1,0
4.493941560,0,0,1,1,1
4.493941620,0,0,0,1,1
4.493947480,0,0,0,1,0
4.493947760,0,1,0,1,0
4.493947900,0,0,0,1,0
4.493948020,0,1,0,1,0
4.493948140,0,0,0,1,0
4.493948260,0,1,0,1,0
4.493948400,1,0,0,1,0
4.493948520,1,1,0,1,0
4.493948640,0,0,0,1,0
4.493948760,0,1,0,1,0
4.493948900,0,0,0,1,0
4.493949020,0,1,0,1,0
4.493949140,0,0,0,1,0
4.493949260,0,1,0,1,0
4.493949400,0,0,0,1,0
4.493949520,0,1,0,1,0
4.493949640,0,0,0,1,0
4.493952620,0,0,0,1,1
4.493953280,0,0,0,1,0
4.493953560,0,1,0,1,0
4.493953680,0,0,0,1,0
4.493953800,0,1,0,1,0
4.493953940,0,0,0,1,0
4.493954060,0,1,0,1,0
4.493954180,0,0,0,1,0
4.493954300,0,1,0,1,0
4.493954440,0,0,0,1,0
4.493954560,0,1,0,1,0
4.493954680,0,0,0,1,0
4.493954800,0,1,0,1,0
4.493954940,0,0,0,1,0
4.493955060,0,1,0,1,0
4.493955180,0,0,0,1,0
4.493955320,0,1,0,1,0
4.493955440,0,0,0,1,0
4.493958420,0,0,0,1,1
4.493959740,0,0,0,1,0
4.493959880,1,0,0,1,0
4.493960020,1,1,0,1,0
4.493960140,1,0,0,1,0
4.493960260,1,1,0,1,0
4.493960400,0,0,0,1,0
4.493960520,0,1,0,1,0
4.493960640,0,0,0,1,0
4.493960760,0,1,0,1,0
4.493960900,1,0,0,1,0
4.493961020,1,1,0,1,0
4.493961140,0,0,0,1,0
4.493961260,0,1,0,1,0
4.493961400,1,0,0,1,0
4.493961520,1,1,0,1,0
4.493961640,0,0,0,1,0
4.493961760,0,1,0,1,0
4.493961900,0,0,0,1,0
4.493964860,0,0,0,1,1
4.493966700,0,0,0,1,0
4.493966740,0,0,1,1,0
4.493966960,0,1,1,1,0
4.493967100,0,0,1,1,0
4.493967220,0,1,1,1,0
4.493967340,0,0,1,1,0
4.493967460,0,1,1,1,0
4.493967600,0,0,1,1,0
4.493967720,0,1,1,1,0
4.493967840,0,0,1,1,0
4.493967960,0,1,1,1,0
4.493968100,0,0,1,1,0
4.493968220,0,1,1,1,0
4.493968340,0,0,1,1,0
4.493968460,0,1,1,1,0
4.493968600,0,0,1,1,0
4.493968720,0,1,1,1,0
4.493968840,0,0,1,1,0
4.493971820,0,0,1,1,1
4.493971880,0,0,0,1,1
4.493978180,0,0,0,1,0
4.493978460,0,1,0,1,0
4.493978580,0,0,0,1,0
4.493978700,0,1,0,1,0
4.493978840,0,0,0,1,0
4.493978960,0,1,0,1,0
4.493979080,1,0,0,1,0
4.493979200,1,1,0,1,0
4.493979340,0,0,0,1,0
4.493979460,0,1,0,1,0
4.493979580,0,0,0,1,0
4.493979700,0,1,0,1,0
4.493979840,0,0,0,1,0
4.493979960,0,1,0,1,0
4.493980080,0,0,0,1,0
4.493980200,0,1,0,1,0
4.493980340,0,0,0,1,0
4.493983320,0,0,0,1,1
4.493983980,0,0,0,1,0
4.493984240,0,1,0,1,0
4.493984380,0,0,0,1,0
4.493984500,0,1,0,1,0
4.493984620,0,0,0,1,0
4.493984740,0,1,0,1,0
4.493984880,0,0,0,1,0
4.493985000,0,1,0,1,0
4.493985120,0,0,0,1,0
4.493985240,0,1,0,1,0
4.493985380,0,0,0,1,0
4.493985500,0,1,0,1,0
4.493985620,0,0,0,1,0
4.493985760,0,1,0,1,0
4.493985880,0,0,0,1,0
4.493986000,0,1,0,1,0
4.493986120,0,0,0,1,0
4.493989100,0,0,0,1,1
4.493990420,0,0,0,1,0
4.493990580,1,0,0,1,0
4.493990700,1,1,0,1,0
4.493990820,1,0,0,1,0
4.493990940,1,1,0,1,0
4.493991080,0,0,0,1,0
4.493991200,0,1,0,1,0
4.493991320,0,0,0,1,0
4.493991440,0,1,0,1,0
4.493991580,1,0,0,1,0
4.493991700,1,1,0,1,0
4.493991820,1,0,0,1,0
4.493991840,0,0,0,1,0
4.493991960,0,1,0,1,0
4.493992080,1,0,0,1,0
4.493992200,1,1,0,1,0
4.493992320,1,0,0,1,0
4.493992460,1,1,0,1,0
4.493992580,1,0,0,1,0
4.493995560,1,0,0,1,1
4.493997380,1,0,0,1,0
4.493997440,1,0,1,1,0
4.493997540,0,0,1,1,0
4.493997660,0,1,1,1,0
4.493997780,0,0,1,1,0
4.493997900,0,1,1,1,0
4.493998040,0,0,1,1,0
4.493998160,0,1,1,1,0
4.493998280,0,0,1,1,0
4.493998400,0,1,1,1,0
4.493998540,0,0,1,1,0
4.493998660,0,1,1,1,0
4.493998780,0,0,1,1,0
4.493998900,0,1,1,1,0
4.493999040,0,0,1,1,0
4.493999160,0,1,1,1,0
4.493999280,0,0,1,1,0
4.493999400,0,1,1,1,0
4.493999540,0,0,1,1,0
4.494002520,0,0,1,1,1
4.494002580,0,0,0,1,1
4.494009820,0,0,0,1,0
4.494010100,0,1,0,1,0
4.494010220,0,0,0,1,0
4.494010340,0,1,0,1,0
4.494010480,0,0,0,1,0
4.494010600,0,1,0,1,0
4.494010720,1,0,0,1,0
4.494010840,1,1,0,1,0
4.494010980,0,0,0,1,0
4.494011100,0,1,0,1,0
4.494011220,0,0,0,1,0
4.494011340,0,1,0,1,0
4.494011480,0,0,0,1,0
4.494011600,0,1,0,1,0
4.494011720,0,0,0,1,0
4.494011840,0,1,0,1,0
4.494011980,0,0,0,1,0
4.494014940,0,0,0,1,1
4.494015620,0,0,0,1,0
4.494015880,0,1,0,1,0
4.494016020,0,0,0,1,0
4.494016140,0,1,0,1,0
4.494016260,0,0,0,1,0
4.494016380,0,1,0,1,0
4.494016520,0,0,0,1,0
4.494016640,0,1,0,1,0
4.494016760,0,0,0,1,0
4.494016880,0,1,0,1,0
4.494017020,0,0,0,1,0
4.494017140,0,1,0,1,0
4.494017260,0,0,0,1,0
4.494017380,0,1,0,1,0
4.494017520,0,0,0,1,0
4.494017640,0,1,0,1,0
4.494017760,0,0,0,1,0
4.494020740,0,0,0,1,1
4.494022060,0,0,0,1,0
4.494022220,1,0,0,1,0
4.494022340,1,1,0,1,0
4.494022460,1,0,0,1,0
4.494022580,1,1,0,1,0
4.494022720,0,0,0,1,0
4.494022840,0,1,0,1,0
4.494022960,0,0,0,1,0
4.494023080,0,1,0,1,0
4.494023220,1,0,0,1,0
4.494023340,1,1,0,1,0
4.494023460,1,0,0,1,0
4.494023600,1,1,0,1,0
4.494023720,0,0,0,1,0
4.494023840,0,1,0,1,0
4.494023960,1,0,0,1,0
4.494024100,1,1,0,1,0
4.494024220,1,0,0,1,0
4.494027200,1,0,0,1,1
4.494029020,1,0,0,1,0
4.494029080,1,0,1,1,0
4.494029180,0,0,1,1,0
4.494029300,0,1,1,1,0
4.494029420,0,0,1,1,0
4.494029540,0,1,1,1,0
4.494029680,0,0,1,1,0
4.494029800,0,1,1,1,0
4.494029920,0,0,1,1,0
4.494030040,0,1,1,1,0
4.494030180,0,0,1,1,0
4.494030300,0,1,1,1,0
4.494030420,0,0,1,1,0
4.494030540,0,1,1,1,0
4.494030680,0,0,1,1,0
4.494030800,0,1,1,1,0
4.494030920,0,0,1,1,0
4.494031040,0,1,1,1,0
4.494031180,0,0,1,1,0
4.494034140,0,0,1,1,1
4.494034220,0,0,0,1,1
4.494041080,0,0,0,1,0
4.494041340,0,1,0,1,0
4.494041480,0,0,0,1,0
4.494041600,0,1,0,1,0
4.494041720,0,0,0,1,0
4.494041840,0,1,0,1,0
4.494041980,1,0,0,1,0
4.494042100,1,1,0,1,0
4.494042220,1,0,0,1,0
4.494042240,0,0,0,1,0
4.494042360,0,1,0,1,0
4.494042480,0,0,0,1,0
4.494042600,0,1,0,1,0
4.494042720,0,0,0,1,0
4.494042860,0,1,0,1,0
4.494042980,0,0,0,1,0
4.494043100,0,1,0,1,0
4.494043240,0,0,0,1,0
4.494046200,0,0,0,1,1
4.494046880,0,0,0,1,0
4.494047140,0,1,0,1,0
4.494047280,0,0,0,1,0
4.494047400,0,1,0,1,0
4.494047520,0,0,0,1,0
4.494047640,0,1,0,1,0
4.494047780,0,0,0,1,0
4.494047900,0,1,0,1,0
4.494048020,0,0,0,1,0
4.494048140,0,1,0,1,0
4.494048280,0,0,0,1,0
4.494048400,0,1,0,1,0
4.494048520,0,0,0,1,0
4.494048640,0,1,0,1,0
4.494048780,0,0,0,1,0
4.494048900,0,1,0,1,0
4.494049020,0,0,0,1,0
4.494052000,0,0,0,1,1
4.494053320,0,0,0,1,0
4.494053480,1,0,0,1,0
4.494053600,1,1,0,1,0
4.494053720,1,0,0,1,0
4.494053840,1,1,0,1,0
4.494053980,0,0,0,1,0
4.494054100,0,1,0,1,0
4.494054220,0,0,0,1,0
4.494054360,0,1,0,1,0
4.494054480,1,0,0,1,0
4.494054600,1,1,0,1,0
4.494054740,1,0,0,1,0
4.494054860,1,1,0,1,0
4.494054980,1,0,0,1,0
4.494055100,1,1,0,1,0
4.494055240,0,0,0,1,0
4.494055360,0,1,0,1,0
4.494055480,0,0,0,1,0
4.494058460,0,0,0,1,1
4.494060280,0,0,0,1,0
4.494060340,0,0,1,1,0
4.494060560,0,1,1,1,0
4.494060680,0,0,1,1,0
4.494060800,0,1,1,1,0
4.494060940,0,0,1,1,0
4.494061060,0,1,1,1,0
4.494061180,0,0,1,1,0
4.494061300,0,1,1,1,0
4.494061440,0,0,1,1,0
4.494061560,0,1,1,1,0
4.494061680,0,0,1,1,0
4.494061800,0,1,1,1,0
4.494061940,0,0,1,1,0
4.494062060,0,1,1,1,0
4.494062180,0,0,1,1,0
4.494062300,0,1,1,1,0
4.494062440,0,0,1,1,0
4.494065400,0,0,1,1,1
4.494065480,0,0,0,1,1
4.494072520,0,0,0,1,0
4.494072800,0,1,0,1,0
4.494072920,0,0,0,1,0
4.494073040,0,1,0,1,0
4.494073180,0,0,0,1,0
4.494073300,0,1,0,1,0
4.494073420,1,0,0,1,0
4.494073540,1,1,0,1,0
4.494073680,0,0,0,1,0
4.494073800,0,1,0,1,0
4.494073920,0,0,0,1,0
4.494074060,0,1,0,1,0
4.494074180,0,0,0,1,0
4.494074300,0,1,0,1,0
4.494074420,0,0,0,1,0
4.494074560,0,1,0,1,0
4.494074680,0,0,0,1,0
4.494077660,0,0,0,1,1
4.494078320,0,0,0,1,0
4.494078580,0,1,0,1,0
4.494078720,0,0,0,1,0
4.494078840,0,1,0,1,0
4.494078960,0,0,0,1,0
4.494079100,0,1,0,1,0
4.494079220,0,0,0,1,0
4.494079340,0,1,0,1,0
4.494079460,0,0,0,1,0
4.494079600,0,1,0,1,0
4.494079720,0,0,0,1,0
4.494079840,0,1,0,1,0
4.494079960,0,0,0,1,0
4.494080100,0,1,0,1,0
4.494080220,0,0,0,1,0
4.494080340,0,1,0,1,0
4.494080480,0,0,0,1,0
4.494083440,0,0,0,1,1
4.494084760,0,0,0,1,0
4.494084920,1,0,0,1,0
4.494085040,1,1,0,1,0
4.494085160,1,0,0,1,0
4.494085280,1,1,0,1,0
4.494085420,0,0,0,1,0
4.494085540,0,1,0,1,0
4.494085660,0,0,0,1,0
4.494085800,0,1,0,1,0
4.494085920,1,0,0,1,0
4.494086040,1,1,0,1,0
4.494086160,1,0,0,1,0
4.494086300,1,1,0,1,0
4.494086420,1,0,0,1,0
4.494086540,1,1,0,1,0
4.494086680,1,0,0,1,0
4.494086800,1,1,0,1,0
4.494086920,1,0,0,1,0
4.494089900,1,0,0,1,1
4.494091720,1,0,0,1,0
4.494091780,1,0,1,1,0
4.494091880,0,0,1,1,0
4.494092000,0,1,1,1,0
4.494092120,0,0,1,1,0
4.494092240,0,1,1,1,0
4.494092380,0,0,1,1,0
4.494092500,0,1,1,1,0
4.494092620,0,0,1,1,0
4.494092740,0,1,1,1,0
4.494092880,0,0,1,1,0
4.494093000,0,1,1,1,0
4.494093120,0,0,1,1,0
4.494093240,0,1,1,1,0
4.494093380,0,0,1,1,0
4.494093500,0,1,1,1,0
4.494093620,0,0,1,1,0
4.494093740,0,1,1,1,0
4.494093880,0,0,1,1,0
4.494096860,0,0,1,1,1
4.494096920,0,0,0,1,1
4.494104520,0,0,0,1,0
4.494104800,0,1,0,1,0
4.494104940,0,0,0,1,0
4.494105060,0,1,0,1,0
4.494105180,0,0,0,1,0
4.494105300,0,1,0,1,0
4.494105440,1,0,0,1,0
4.494105560,1,1,0,1,0
4.494105680,0,0,0,1,0
4.494105800,0,1,0,1,0
4.494105940,0,0,0,1,0
4.494106060,0,1,0,1,0
4.494106180,0,0,0,1,0
4.494106300,0,1,0,1,0
4.494106440,0,0,0,1,0
4.494106560,0,1,0,1,0
4.494106680,0,0,0,1,0
4.494109660,0,0,0,1,1
4.494110320,0,0,0,1,0
4.494110600,0,1,0,1,0
4.494110720,0,0,0,1,0
4.494110840,0,1,0,1,0
4.494110980,0,0,0,1,0
4.494111100,0,1,0,1,0
4.494111220,0,0,0,1,0
4.494111340,0,1,0,1,0
4.494111480,0,0,0,1,0
4.494111600,0,1,0,1,0
4.494111720,0,0,0,1,0
4.494111840,0,1,0,1,0
4.494111980,0,0,0,1,0
4.494112100,0,1,0,1,0
4.494112220,0,0,0,1,0
4.494112340,0,1,0,1,0
4.494112480,0,0,0,1,0
4.494115460,0,0,0,1,1
4.494116780,0,0,0,1,0
4.494116920,1,0,0,1,0
4.494117040,1,1,0,1,0
4.494117180,1,0,0,1,0
4.494117300,1,1,0,1,0
4.494117420,0,0,0,1,0
4.494117540,0,1,0,1,0
4.494117680,0,0,0,1,0
4.494117800,0,1,0,1,0
4.494117920,0,0,0,1,0
4.494118040,0,1,0,1,0
4.494118180,0,0,0,1,0
4.494118300,0,1,0,1,0
4.494118420,0,0,0,1,0
4.494118540,0,1,0,1,0
4.494118680,0,0,0,1,0
4.494118800,0,1,0,1,0
4.494118920,0,0,0,1,0
4.494121900,0,0,0,1,1
4.494123720,0,0,0,1,0
4.494123780,0,0,1,1,0
4.494124000,0,1,1,1,0
4.494124120,0,0,1,1,0
4.494124240,0,1,1,1,0
4.494124380,0,0,1,1,0
4.494124500,0,1,1,1,0
4.494124620,0,0,1,1,0
4.494124760,0,1,1,1,0
4.494124880,0,0,1,1,0
4.494125000,0,1,1,1,0
4.494125120,0,0,1,1,0
4.494125260,0,1,1,1,0
4.494125380,1,0,1,1,0
4.494125500,1,1,1,1,0
4.494125620,1,0,1,1,0
4.494125640,0,0,1,1,0
4.494125760,0,1,1,1,0
4.494125880,0,0,1,1,0
4.494128860,0,0,1,1,1
4.494128920,0,0,0,1,1
4.494136160,0,0,0,1,0
4.494136440,0,1,0,1,0
4.494136560,0,0,0,1,0
4.494136680,0,1,0,1,0
4.494136820,0,0,0,1,0
4.494136940,0,1,0,1,0
4.494137060,1,0,0,1,0
4.494137180,1,1,0,1,0
4.494137320,0,0,0,1,0
4.494137440,0,1,0,1,0
4.494137560,0,0,0,1,0
4.494137680,0,1,0,1,0
4.494137820,0,0,0,1,0
4.494137940,0,1,0,1,0
4.494138060,0,0,0,1,0
4.494138180,0,1,0,1,0
4.494138320,0,0,0,1,0
4.494141300,0,0,0,1,1
4.494141960,0,0,0,1,0
4.494142220,0,1,0,1,0
4.494142360,0,0,0,1,0
4.494142480,0,1,0,1,0
4.494142600,0,0,0,1,0
4.494142720,0,1,0,1,0
4.494142860,0,0,0,1,0
4.494142980,0,1,0,1,0
4.494143100,0,0,0,1,0
4.494143220,0,1,0,1,0
4.494143360,0,0,0,1,0
4.494143480,0,1,0,1,0
4.494143600,0,0,0,1,0
4.494143740,0,1,0,1,0
4.494143860,0,0,0,1,0
4.494143980,0,1,0,1,0
4.494144100,0,0,0,1,0
4.494147080,0,0,0,1,1
4.494148400,0,0,0,1,0
4.494148560,1,0,0,1,0
4.494148680,1,1,0,1,0
4.494148800,1,0,0,1,0
4.494148920,1,1,0,1,0
4.494149060,0,0,0,1,0
4.494149180,0,1,0,1,0
4.494149300,0,0,0,1,0
4.494149420,0,1,0,1,0
4.494149560,1,0,0,1,0
4.494149680,1,1,0,1,0
4.494149800,1,0,0,1,0
4.494149920,1,1,0,1,0
4.494150060,1,0,0,1,0
4.494150180,1,1,0,1,0
4.494150300,1,0,0,1,0
4.494150420,1,1,0,1,0
4.494150560,1,0,0,1,0
4.494153540,1,0,0,1,1
4.494155360,1,0,0,1,0
4.494155420,1,0,1,1,0
4.494155500,0,0,1,1,0
4.494155620,0,1,1,1,0
4.494155760,0,0,1,1,0
4.494155880,0,1,1,1,0
4.494156000,0,0,1,1,0
4.494156140,0,1,1,1,0
4.494156260,0,0,1,1,0
4.494156380,0,1,1,1,0
4.494156500,0,0,1,1,0
4.494156640,0,1,1,1,0
4.494156760,0,0,1,1,0
4.494156880,0,1,1,1,0
4.494157020,0,0,1,1,0
4.494157140,0,1,1,1,0
4.494157260,0,0,1,1,0
4.494157380,0,1,1,1,0
4.494157520,0,0,1,1,0
4.494160480,0,0,1,1,1
4.494160560,0,0,0,1,1
4.494181380,0,0,0,1,0
4.494181640,0,1,0,1,0
4.494181780,0,0,0,1,0
4.494181900,0,1,0,1,0
4.494182020,0,0,0,1,0
4.494182140,0,1,0,1,0
4.494182280,1,0,0,1,0
4.494182400,1,1,0,1,0
4.494182520,1,0,0,1,0
4.494182540,0,0,0,1,0
4.494182640,0,1,0,1,0
4.494182780,0,0,0,1,0
4.494182900,0,1,0,1,0
4.494183020,0,0,0,1,0
4.494183160,0,1,0,1,0
4.494183280,0,0,0,1,0
4.494183400,0,1,0,1,0
4.494183520,0,0,0,1,0
4.494186500,0,0,0,1,1
4.494187160,0,0,0,1,0
4.494187440,0,1,0,1,0
4.494187580,0,0,0,1,0
4.494187700,0,1,0,1,0
4.494187820,0,0,0,1,0
4.494187940,0,1,0,1,0
4.494188080,0,0,0,1,0
4.494188200,0,1,0,1,0
4.494188320,0,0,0,1,0
4.494188440,0,1,0,1,0
4.494188580,0,0,0,1,0
4.494188700,0,1,0,1,0
4.494188820,0,0,0,1,0
4.494188940,0,1,0,1,0
4.494189080,0,0,0,1,0
4.494189200,0,1,0,1,0
4.494189320,0,0,0,1,0
4.494192300,0,0,0,1,1
4.494193620,0,0,0,1,0
4.494193760,1,0,0,1,0
4.494193900,1,1,0,1,0
4.494194020,1,0,0,1,0
4.494194140,1,1,0,1,0
4.494194260,1,0,0,1,0
4.494194280,0,0,0,1,0
4.494194400,0,1,0,1,0
4.494194520,0,0,0,1,0
4.494194640,0,1,0,1,0
4.494194780,0,0,0,1,0
4.494194900,0,1,0,1,0
4.494195020,1,0,0,1,0
4.494195140,1,1,0,1,0
4.494195280,0,0,0,1,0
4.494195400,0,1,0,1,0
4.494195520,1,0,0,1,0
4.494195640,1,1,0,1,0
4.494195780,1,0,0,1,0
4.494198740,1,0,0,1,1
4.494200420,1,0,0,1,0
4.494200460,1,0,1,1,0
4.494200560,0,0,1,1,0
4.494200680,0,1,1,1,0
4.494200820,1,0,1,1,0
4.494200940,1,1,1,1,0
4.494201060,1,0,1,1,0
4.494201180,1,1,1,1,0
4.494201320,0,0,1,1,0
4.494201440,0,1,1,1,0
4.494201560,0,0,1,1,0
4.494201680,0,1,1,1,0
4.494201820,0,0,1,1,0
4.494201940,0,1,1,1,0
4.494202060,0,0,1,1,0
4.494202180,0,1,1,1,0
4.494202320,0,0,1,1,0
4.494202440,0,1,1,1,0
4.494202560,0,0,1,1,0
4.494205540,0,0,1,1,1
4.494205600,0,0,0,1,1
4.836643580,0,0,0,1,0
4.836643720,1,0,0,1,0
4.836643840,1,1,0,1,0
4.836643980,0,0,0,1,0
4.836644100,0,1,0,1,0
4.836644220,0,0,0,1,0
4.836644340,0,1,0,1,0
4.836644480,0,0,0,1,0
4.836644600,0,1,0,1,0
4.836644720,1,0,0,1,0
4.836644840,1,1,0,1,0
4.836644980,0,0,0,1,0
4.836645100,0,1,0,1,0
4.836645220,0,0,0,1,0
4.836645340,0,1,0,1,0
4.836645480,0,0,0,1,0
4.836645600,0,1,0,1,0
4.836645720,0,0,0,1,0
4.836648700,0,0,0,1,1
4.836649340,0,0,0,1,0
4.836649480,1,0,0,1,0
4.836649600,1,1,0,1,0
4.836649740,0,0,0,1,0
4.836649860,0,1,0,1,0
4.836649980,0,0,0,1,0
4.836650100,0,1,0,1,0
4.836650240,0,0,0,1,0
4.836650360,0,1,0,1,0
4.836650480,1,0,0,1,0
4.836650600,1,1,0,1,0
4.836650740,0,0,0,1,0
4.836650860,0,1,0,1,0
4.836650980,0,0,0,1,0
4.836651120,0,1,0,1,0
4.836651240,0,0,0,1,0
4.836651360,0,1,0,1,0
4.836651480,0,0,0,1,0
4.836654460,0,0,0,1,1
4.836655100,0,0,0,1,0
4.836655240,1,0,0,1,0
4.836655360,1,1,0,1,0
4.836655500,0,0,0,1,0
4.836655620,0,1,0,1,0
4.836655740,0,0,0,1,0
4.836655860,0,1,0,1,0
4.836656000,0,0,0,1,0
4.836656120,0,1,0,1,0
4.836656240,1,0,0,1,0
4.836656380,1,1,0,1,0
4.836656500,0,0,0,1,0
4.836656620,0,1,0,1,0
4.836656740,0,0,0,1,0
4.836656880,0,1,0,1,0
4.836657000,0,0,0,1,0
4.836657120,0,1,0,1,0
4.836657260,0,0,0,1,0
4.836660220,0,0,0,1,1
4.836660860,0,0,0,1,0
4.836661020,1,0,0,1,0
4.836661140,1,1,0,1,0
4.836661260,0,0,0,1,0
4.836661380,0,1,0,1,0
4.836661520,0,0,0,1,0
4.836661640,0,1,0,1,0
4.836661760,0,0,0,1,0
4.836661880,0,1,0,1,0
4.836662020,1,0,0,1,0
4.836662140,1,1,0,1,0
4.836662260,0,0,0,1,0
4.836662380,0,1,0,1,0
4.836662520,0,0,0,1,0
4.836662640,0,1,0,1,0
4.836662760,0,0,0,1,0
4.836662880,0,1,0,1,0
4.836663020,0,0,0,1,0
4.836666000,0,0,0,1,1
4.836666520,0,0,0,1,0
4.836666800,0,1,0,1,0
4.836666940,1,0,0,1,0
4.836667060,1,1,0,1,0
