Time [s],Pin4,Pin5,OtherStrobeMaybe_n,TRESETn,StrobeMaybe
1.973680880,0,0,1,1,0
1.973681020,0,1,1,1,0
1.973681140,0,0,1,1,0
1.973681260,0,1,1,1,0
1.973681400,0,0,1,1,0
1.973681520,0,1,1,1,0
1.973681640,0,0,1,1,0
1.973681760,0,1,1,1,0
1.973681900,0,0,1,1,0
1.973682020,0,1,1,1,0
1.973682140,0,0,1,1,0
1.973682260,0,1,1,1,0
1.973682400,0,0,1,1,0
1.973685360,0,0,1,1,1
1.973685440,0,0,0,1,1
1.973691760,0,0,0,1,0
1.973691820,0,0,1,1,0
1.973692040,0,1,1,1,0
1.973692160,0,0,1,1,0
1.973692280,0,1,1,1,0
1.973692420,0,0,1,1,0
1.973692540,0,1,1,1,0
1.973692660,0,0,1,1,0
1.973692780,0,1,1,1,0
1.973692920,0,0,1,1,0
1.973693040,0,1,1,1,0
1.973693160,0,0,1,1,0
1.973693280,0,1,1,1,0
1.973693420,0,0,1,1,0
1.973693540,0,1,1,1,0
1.973693660,0,0,1,1,0
1.973693800,0,1,1,1,0
1.973693920,0,0,1,1,0
1.973696900,0,0,1,1,1
1.973696960,0,0,0,1,1
1.973703300,0,0,0,1,0
1.973703340,0,0,1,1,0
1.973703560,0,1,1,1,0
1.973703700,0,0,1,1,0
1.973703820,0,1,1,1,0
1.973703940,0,0,1,1,0
1.973704060,0,1,1,1,0
1.973704200,0,0,1,1,0
1.973704320,0,1,1,1,0
1.973704440,0,0,1,1,0
1.973704560,0,1,1,1,0
1.973704700,0,0,1,1,0
1.973704820,0,1,1,1,0
1.973704940,0,0,1,1,0
1.973705060,0,1,1,1,0
1.973705200,0,0,1,1,0
1.973705320,0,1,1,1,0
1.973705440,0,0,1,1,0
1.973708420,0,0,1,1,1
1.973708480,0,0,0,1,1
1.973714820,0,0,0,1,0
1.973714880,0,0,1,1,0
1.973715100,0,1,1,1,0
1.973715220,0,0,1,1,0
1.973715340,0,1,1,1,0
1.973715480,0,0,1,1,0
1.973715600,0,1,1,1,0
1.973715720,0,0,1,1,0
1.973715840,0,1,1,1,0
1.973715980,0,0,1,1,0
1.973716100,0,1,1,1,0
1.973716220,0,0,1,1,0
1.973716340,0,1,1,1,0
1.973716480,0,0,1,1,0
1.973716600,0,1,1,1,0
1.973716720,0,0,1,1,0
1.973716840,0,1,1,1,0
1.973716980,0,0,1,1,0
1.973719960,0,0,1,1,1
1.973720020,0,0,0,1,1
1.973726340,0,0,0,1,0
1.973726400,0,0,1,1,0
1.973726620,0,1,1,1,0
1.973726760,0,0,1,1,0
1.973726880,0,1,1,1,0
1.973727000,0,0,1,1,0
1.973727120,0,1,1,1,0
1.973727260,0,0,1,1,0
1.973727380,0,1,1,1,0
1.973727500,0,0,1,1,0
1.973727620,0,1,1,1,0
1.973727760,0,0,1,1,0
1.973727880,0,1,1,1,0
1.973728000,0,0,1,1,0
1.973728120,0,1,1,1,0
1.973728260,0,0,1,1,0
1.973728380,0,1,1,1,0
1.973728500,0,0,1,1,0
1.973731480,0,0,1,1,1
1.973731540,0,0,0,1,1
1.973737880,0,0,0,1,0
1.973737940,0,0,1,1,0
1.973738140,0,1,1,1,0
1.973738280,0,0,1,1,0
1.973738400,0,1,1,1,0
1.973738520,0,0,1,1,0
1.973738640,0,1,1,1,0
1.973738780,0,0,1,1,0
1.973738900,0,1,1,1,0
1.973739020,0,0,1,1,0
1.973739160,0,1,1,1,0
1.973739280,0,0,1,1,0
1.973739400,0,1,1,1,0
1.973739520,0,0,1,1,0
1.973739660,0,1,1,1,0
1.973739780,0,0,1,1,0
1.973739900,0,1,1,1,0
1.973740020,0,0,1,1,0
1.973743000,0,0,1,1,1
1.973743080,0,0,0,1,1
1.973749400,0,0,0,1,0
1.973749460,0,0,1,1,0
1.973749680,0,1,1,1,0
1.973749800,0,0,1,1,0
1.973749920,0,1,1,1,0
1.973750060,0,0,1,1,0
1.973750180,0,1,1,1,0
1.973750300,0,0,1,1,0
1.973750420,0,1,1,1,0
1.973750560,0,0,1,1,0
1.973750680,0,1,1,1,0
1.973750800,0,0,1,1,0
1.973750920,0,1,1,1,0
1.973751060,0,0,1,1,0
1.973751180,0,1,1,1,0
1.973751300,0,0,1,1,0
1.973751420,0,1,1,1,0
1.973751560,0,0,1,1,0
1.973754540,0,0,1,1,1
1.973754600,0,0,0,1,1
1.973760920,0,0,0,1,0
1.973760980,0,0,1,1,0
1.973761200,0,1,1,1,0
1.973761340,0,0,1,1,0
1.973761440,0,1,1,1,0
1.973761580,0,0,1,1,0
1.973761700,0,1,1,1,0
1.973761840,0,0,1,1,0
1.973761960,0,1,1,1,0
1.973762080,0,0,1,1,0
1.973762200,0,1,1,1,0
1.973762340,0,0,1,1,0
1.973762460,0,1,1,1,0
1.973762580,0,0,1,1,0
1.973762700,0,1,1,1,0
1.973762840,0,0,1,1,0
1.973762960,0,1,1,1,0
1.973763080,0,0,1,1,0
1.973766060,0,0,1,1,1
1.973766120,0,0,0,1,1
1.973772460,0,0,0,1,0
1.973772500,0,0,1,1,0
1.973772720,0,1,1,1,0
1.973772860,0,0,1,1,0
1.973772980,0,1,1,1,0
1.973773100,0,0,1,1,0
1.973773220,0,1,1,1,0
1.973773360,0,0,1,1,0
1.973773480,0,1,1,1,0
1.973773600,0,0,1,1,0
1.973773720,0,1,1,1,0
1.973773860,0,0,1,1,0
1.973773980,0,1,1,1,0
1.973774100,0,0,1,1,0
1.973774220,0,1,1,1,0
1.973774360,0,0,1,1,0
1.973774480,0,1,1,1,0
1.973774600,0,0,1,1,0
1.973777580,0,0,1,1,1
1.973777640,0,0,0,1,1
1.973785040,0,0,0,1,0
1.973785100,0,0,1,1,0
1.973785320,0,1,1,1,0
1.973785440,0,0,1,1,0
1.973785560,0,1,1,1,0
1.973785700,0,0,1,1,0
1.973785820,0,1,1,1,0
1.973785940,0,0,1,1,0
1.973786060,0,1,1,1,0
1.973786200,1,0,1,1,0
1.973786320,1,1,1,1,0
1.973786440,1,0,1,1,0
1.973786460,0,0,1,1,0
1.973786580,0,1,1,1,0
1.973786700,0,0,1,1,0
1.973786820,0,1,1,1,0
1.973786960,0,0,1,1,0
1.973787080,0,1,1,1,0
1.973787200,0,0,1,1,0
1.973790180,0,0,1,1,1
1.973790240,0,0,0,1,1
1.973797060,0,0,0,1,0
1.973797120,0,0,1,1,0
1.973797340,0,1,1,1,0
1.973797480,0,0,1,1,0
1.973797600,0,1,1,1,0
1.973797720,0,0,1,1,0
1.973797840,0,1,1,1,0
1.973797980,0,0,1,1,0
1.973798100,0,1,1,1,0
1.973798220,0,0,1,1,0
1.973798340,0,1,1,1,0
1.973798480,0,0,1,1,0
1.973798600,0,1,1,1,0
1.973798720,0,0,1,1,0
1.973798840,0,1,1,1,0
1.973798980,0,0,1,1,0
1.973799100,0,1,1,1,0
1.973799220,0,0,1,1,0
1.973802200,0,0,1,1,1
1.973802260,0,0,0,1,1
1.973809100,0,0,0,1,0
1.973809140,0,0,1,1,0
1.973809360,0,1,1,1,0
1.973809500,0,0,1,1,0
1.973809620,0,1,1,1,0
1.973809740,0,0,1,1,0
1.973809860,0,1,1,1,0
1.973810000,0,0,1,1,0
1.973810120,0,1,1,1,0
1.973810240,0,0,1,1,0
1.973810380,0,1,1,1,0
1.973810500,0,0,1,1,0
1.973810620,0,1,1,1,0
1.973810740,0,0,1,1,0
1.973810880,0,1,1,1,0
1.973811000,0,0,1,1,0
1.973811120,0,1,1,1,0
1.973811260,0,0,1,1,0
1.973814220,0,0,1,1,1
1.973814300,0,0,0,1,1
1.973821120,0,0,0,1,0
1.973821180,0,0,1,1,0
1.973821400,0,1,1,1,0
1.973821520,0,0,1,1,0
1.973821640,0,1,1,1,0
1.973821780,0,0,1,1,0
1.973821900,0,1,1,1,0
1.973822020,0,0,1,1,0
1.973822140,0,1,1,1,0
1.973822280,0,0,1,1,0
1.973822400,0,1,1,1,0
1.973822520,0,0,1,1,0
1.973822640,0,1,1,1,0
1.973822780,0,0,1,1,0
1.973822900,0,1,1,1,0
1.973823020,0,0,1,1,0
1.973823160,0,1,1,1,0
1.973823280,0,0,1,1,0
1.973826260,0,0,1,1,1
1.973826320,0,0,0,1,1
1.973833160,0,0,0,1,0
1.973833220,0,0,1,1,0
1.973833420,0,1,1,1,0
1.973833560,0,0,1,1,0
1.973833680,0,1,1,1,0
1.973833800,0,0,1,1,0
1.973833940,0,1,1,1,0
1.973834060,0,0,1,1,0
1.973834180,0,1,1,1,0
1.973834320,0,0,1,1,0
1.973834440,0,1,1,1,0
1.973834560,0,0,1,1,0
1.973834680,0,1,1,1,0
1.973834820,0,0,1,1,0
1.973834940,0,1,1,1,0
1.973835060,0,0,1,1,0
1.973835180,0,1,1,1,0
1.973835320,0,0,1,1,0
1.973838300,0,0,1,1,1
1.973838360,0,0,0,1,1
1.973845180,0,0,0,1,0
1.973845240,0,0,1,1,0
1.973845460,0,1,1,1,0
1.973845580,0,0,1,1,0
1.973845700,0,1,1,1,0
1.973845840,0,0,1,1,0
1.973845960,0,1,1,1,0
1.973846080,0,0,1,1,0
1.973846220,0,1,1,1,0
1.973846340,0,0,1,1,0
1.973846460,0,1,1,1,0
1.973846580,0,0,1,1,0
1.973846720,0,1,1,1,0
1.973846840,0,0,1,1,0
1.973846960,0,1,1,1,0
1.973847100,0,0,1,1,0
1.973847220,0,1,1,1,0
1.973847340,0,0,1,1,0
1.973850320,0,0,1,1,1
1.973850380,0,0,0,1,1
1.973857220,0,0,0,1,0
1.973857280,0,0,1,1,0
1.973857500,0,1,1,1,0
1.973857620,0,0,1,1,0
1.973857740,0,1,1,1,0
1.973857880,0,0,1,1,0
1.973858000,0,1,1,1,0
1.973858120,0,0,1,1,0
1.973858240,0,1,1,1,0
1.973858380,0,0,1,1,0
1.973858500,0,1,1,1,0
1.973858620,0,0,1,1,0
1.973858740,0,1,1,1,0
1.973858880,0,0,1,1,0
1.973859000,0,1,1,1,0
1.973859120,0,0,1,1,0
1.973859240,0,1,1,1,0
1.973859380,0,0,1,1,0
1.973862360,0,0,1,1,1
1.973862420,0,0,0,1,1
1.973869240,0,0,0,1,0
1.973869300,0,0,1,1,0
1.973869520,0,1,1,1,0
1.973869660,0,0,1,1,0
1.973869780,0,1,1,1,0
1.973869900,0,0,1,1,0
1.973870020,0,1,1,1,0
1.973870160,0,0,1,1,0
1.973870280,0,1,1,1,0
1.973870400,0,0,1,1,0
1.973870520,0,1,1,1,0
1.973870660,0,0,1,1,0
1.973870780,0,1,1,1,0
1.973870900,0,0,1,1,0
1.973871020,0,1,1,1,0
1.973871160,0,0,1,1,0
1.973871280,0,1,1,1,0
1.973871400,0,0,1,1,0
1.973874380,0,0,1,1,1
1.973874440,0,0,0,1,1
1.973881280,0,0,0,1,0
1.973881320,0,0,1,1,0
1.973881540,0,1,1,1,0
1.973881680,0,0,1,1,0
1.973881800,0,1,1,1,0
1.973881920,0,0,1,1,0
1.973882040,0,1,1,1,0
1.973882180,0,0,1,1,0
1.973882300,0,1,1,1,0
1.973882420,0,0,1,1,0
1.973882540,0,1,1,1,0
1.973882680,0,0,1,1,0
1.973882800,0,1,1,1,0
1.973882920,0,0,1,1,0
1.973883040,0,1,1,1,0
1.973883180,0,0,1,1,0
1.973883300,0,1,1,1,0
1.973883420,0,0,1,1,0
1.973886400,0,0,1,1,1
1.973886460,0,0,0,1,1
1.973893300,0,0,0,1,0
1.973893360,0,0,1,1,0
1.973893560,0,1,1,1,0
1.973893700,0,0,1,1,0
1.973893820,0,1,1,1,0
1.973893940,0,0,1,1,0
1.973894080,0,1,1,1,0
1.973894200,0,0,1,1,0
1.973894320,0,1,1,1,0
1.973894460,0,0,1,1,0
1.973894580,0,1,1,1,0
1.973894700,0,0,1,1,0
1.973894820,0,1,1,1,0
1.973894960,0,0,1,1,0
1.973895080,0,1,1,1,0
1.973895200,0,0,1,1,0
1.973895320,0,1,1,1,0
1.973895460,0,0,1,1,0
1.973898420,0,0,1,1,1
1.973898500,0,0,0,1,1
1.973905320,0,0,0,1,0
1.973905380,0,0,1,1,0
1.973905600,0,1,1,1,0
1.973905720,0,0,1,1,0
1.973905840,0,1,1,1,0
1.973905980,0,0,1,1,0
1.973906100,0,1,1,1,0
1.973906220,0,0,1,1,0
1.973906340,0,1,1,1,0
1.973906480,0,0,1,1,0
1.973906600,0,1,1,1,0
1.973906720,0,0,1,1,0
1.973906860,0,1,1,1,0
1.973906980,0,0,1,1,0
1.973907100,0,1,1,1,0
1.973907220,0,0,1,1,0
1.973907360,0,1,1,1,0
1.973907480,0,0,1,1,0
1.973910460,0,0,1,1,1
1.973910520,0,0,0,1,1
1.973917340,0,0,0,1,0
1.973917400,0,0,1,1,0
1.973917620,0,1,1,1,0
1.973917760,0,0,1,1,0
1.973917880,0,1,1,1,0
1.973918000,0,0,1,1,0
1.973918120,0,1,1,1,0
1.973918240,0,0,1,1,0
1.973918380,0,1,1,1,0
1.973918500,0,0,1,1,0
1.973918620,0,1,1,1,0
1.973918760,0,0,1,1,0
1.973918880,0,1,1,1,0
1.973919000,0,0,1,1,0
1.973919120,0,1,1,1,0
1.973919260,0,0,1,1,0
1.973919380,0,1,1,1,0
1.973919500,0,0,1,1,0
1.973922480,0,0,1,1,1
1.973922540,0,0,0,1,1
1.973929380,0,0,0,1,0
1.973929420,0,0,1,1,0
1.973929640,0,1,1,1,0
1.973929780,0,0,1,1,0
1.973929900,0,1,1,1,0
1.973930020,0,0,1,1,0
1.973930140,0,1,1,1,0
1.973930280,0,0,1,1,0
1.973930400,0,1,1,1,0
1.973930520,0,0,1,1,0
1.973930640,0,1,1,1,0
1.973930780,0,0,1,1,0
1.973930900,0,1,1,1,0
1.973931020,0,0,1,1,0
1.973931140,0,1,1,1,0
1.973931280,0,0,1,1,0
1.973931400,0,1,1,1,0
1.973931520,0,0,1,1,0
1.973934500,0,0,1,1,1
1.973934560,0,0,0,1,1
1.973941400,0,0,0,1,0
1.973941460,0,0,1,1,0
1.973941660,0,1,1,1,0
1.973941800,0,0,1,1,0
1.973941920,0,1,1,1,0
1.973942040,0,0,1,1,0
1.973942160,0,1,1,1,0
1.973942300,0,0,1,1,0
1.973942420,0,1,1,1,0
1.973942540,0,0,1,1,0
1.973942680,0,1,1,1,0
1.973942800,0,0,1,1,0
1.973942920,0,1,1,1,0
1.973943060,0,0,1,1,0
1.973943180,0,1,1,1,0
1.973943300,0,0,1,1,0
1.973943420,0,1,1,1,0
1.973943560,0,0,1,1,0
1.973946520,0,0,1,1,1
1.973946600,0,0,0,1,1
1.973953420,0,0,0,1,0
1.973953480,0,0,1,1,0
1.973953700,0,1,1,1,0
1.973953820,0,0,1,1,0
1.973953940,0,1,1,1,0
1.973954080,0,0,1,1,0
1.973954200,0,1,1,1,0
1.973954320,0,0,1,1,0
1.973954440,0,1,1,1,0
1.973954580,0,0,1,1,0
1.973954700,0,1,1,1,0
1.973954820,0,0,1,1,0
1.973954960,0,1,1,1,0
1.973955080,0,0,1,1,0
1.973955200,0,1,1,1,0
1.973955340,0,0,1,1,0
1.973955460,0,1,1,1,0
1.973955580,0,0,1,1,0
1.973958560,0,0,1,1,1
1.973958620,0,0,0,1,1
1.973965440,0,0,0,1,0
1.973965500,0,0,1,1,0
1.973965720,0,1,1,1,0
1.973965860,0,0,1,1,0
1.973965980,0,1,1,1,0
1.973966100,0,0,1,1,0
1.973966220,0,1,1,1,0
1.973966360,0,0,1,1,0
1.973966480,0,1,1,1,0
1.973966600,0,0,1,1,0
1.973966720,0,1,1,1,0
1.973966860,0,0,1,1,0
1.973966980,0,1,1,1,0
1.973967100,0,0,1,1,0
1.973967220,0,1,1,1,0
1.973967360,0,0,1,1,0
1.973967480,0,1,1,1,0
1.973967600,0,0,1,1,0
1.973970580,0,0,1,1,1
1.973970640,0,0,0,1,1
1.973977480,0,0,0,1,0
1.973977540,0,0,1,1,0
1.973977740,0,1,1,1,0
1.973977880,0,0,1,1,0
1.973978000,0,1,1,1,0
1.973978120,0,0,1,1,0
1.973978260,0,1,1,1,0
1.973978380,0,0,1,1,0
1.973978500,0,1,1,1,0
1.973978640,0,0,1,1,0
1.973978760,0,1,1,1,0
1.973978880,0,0,1,1,0
1.973979000,0,1,1,1,0
1.973979140,0,0,1,1,0
1.973979260,0,1,1,1,0
1.973979380,0,0,1,1,0
1.973979500,0,1,1,1,0
1.973979640,0,0,1,1,0
1.973982600,0,0,1,1,1
1.973982680,0,0,0,1,1
1.973989500,0,0,0,1,0
1.973989560,0,0,1,1,0
1.973989780,0,1,1,1,0
1.973989900,0,0,1,1,0
1.973990020,0,1,1,1,0
1.973990160,0,0,1,1,0
1.973990280,0,1,1,1,0
1.973990400,0,0,1,1,0
1.973990520,0,1,1,1,0
1.973990660,0,0,1,1,0
1.973990780,0,1,1,1,0
1.973990900,0,0,1,1,0
1.973991020,0,1,1,1,0
1.973991160,0,0,1,1,0
1.973991280,0,1,1,1,0
1.973991400,0,0,1,1,0
1.973991540,0,1,1,1,0
1.973991660,0,0,1,1,0
1.973994640,0,0,1,1,1
1.973994700,0,0,0,1,1
1.974003600,0,0,0,1,0
1.974003640,0,0,1,1,0
1.974003860,0,1,1,1,0
1.974004000,0,0,1,1,0
1.974004120,0,1,1,1,0
1.974004240,0,0,1,1,0
1.974004360,0,1,1,1,0
1.974004500,0,0,1,1,0
1.974004620,0,1,1,1,0
1.974004740,1,0,1,1,0
1.974004880,1,1,1,1,0
1.974005000,0,0,1,1,0
1.974005120,0,1,1,1,0
1.974005240,0,0,1,1,0
1.974005380,0,1,1,1,0
1.974005500,0,0,1,1,0
1.974005620,0,1,1,1,0
1.974005740,0,0,1,1,0
1.974008720,0,0,1,1,1
1.974008800,0,0,0,1,1
1.974017120,0,0,0,1,0
1.974017180,0,0,1,1,0
1.974017400,0,1,1,1,0
1.974017520,0,0,1,1,0
1.974017640,0,1,1,1,0
1.974017780,0,0,1,1,0
1.974017900,0,1,1,1,0
1.974018020,0,0,1,1,0
1.974018140,0,1,1,1,0
1.974018280,0,0,1,1,0
1.974018400,0,1,1,1,0
1.974018520,0,0,1,1,0
1.974018640,0,1,1,1,0
1.974018780,0,0,1,1,0
1.974018900,0,1,1,1,0
1.974019020,0,0,1,1,0
1.974019140,0,1,1,1,0
1.974019280,0,0,1,1,0
1.974022240,0,0,1,1,1
1.974022320,0,0,0,1,1
1.974030640,0,0,0,1,0
1.974030700,0,0,1,1,0
1.974030920,0,1,1,1,0
1.974031040,0,0,1,1,0
1.974031160,0,1,1,1,0
1.974031300,0,0,1,1,0
1.974031420,0,1,1,1,0
1.974031540,0,0,1,1,0
1.974031660,0,1,1,1,0
1.974031800,0,0,1,1,0
1.974031920,0,1,1,1,0
1.974032040,0,0,1,1,0
1.974032180,0,1,1,1,0
1.974032300,0,0,1,1,0
1.974032420,0,1,1,1,0
1.974032560,0,0,1,1,0
1.974032680,0,1,1,1,0
1.974032800,0,0,1,1,0
1.974035780,0,0,1,1,1
1.974035840,0,0,0,1,1
1.974044180,0,0,0,1,0
1.974044240,0,0,1,1,0
1.974044440,0,1,1,1,0
1.974044580,0,0,1,1,0
1.974044700,0,1,1,1,0
1.974044820,0,0,1,1,0
1.974044940,0,1,1,1,0
1.974045080,0,0,1,1,0
1.974045200,0,1,1,1,0
1.974045320,0,0,1,1,0
1.974045460,0,1,1,1,0
1.974045580,0,0,1,1,0
1.974045700,0,1,1,1,0
1.974045840,0,0,1,1,0
1.974045960,0,1,1,1,0
1.974046080,0,0,1,1,0
1.974046200,0,1,1,1,0
1.974046320,0,0,1,1,0
1.974049300,0,0,1,1,1
1.974049380,0,0,0,1,1
1.974057700,0,0,0,1,0
1.974057760,0,0,1,1,0
1.974057980,0,1,1,1,0
1.974058100,0,0,1,1,0
1.974058220,0,1,1,1,0
1.974058360,0,0,1,1,0
1.974058480,0,1,1,1,0
1.974058600,0,0,1,1,0
1.974058720,0,1,1,1,0
1.974058860,0,0,1,1,0
1.974058980,0,1,1,1,0
1.974059100,0,0,1,1,0
1.974059220,0,1,1,1,0
1.974059360,0,0,1,1,0
1.974059480,0,1,1,1,0
1.974059600,0,0,1,1,0
1.974059720,0,1,1,1,0
1.974059860,0,0,1,1,0
1.974062820,0,0,1,1,1
1.974062900,0,0,0,1,1
1.974071220,0,0,0,1,0
1.974071280,0,0,1,1,0
1.974071500,0,1,1,1,0
1.974071620,0,0,1,1,0
1.974071740,0,1,1,1,0
1.974071880,0,0,1,1,0
1.974072000,0,1,1,1,0
1.974072120,0,0,1,1,0
1.974072240,0,1,1,1,0
1.974072380,0,0,1,1,0
1.974072500,0,1,1,1,0
1.974072620,0,0,1,1,0
1.974072740,0,1,1,1,0
1.974072880,0,0,1,1,0
1.974073000,0,1,1,1,0
1.974073120,0,0,1,1,0
1.974073240,0,1,1,1,0
1.974073380,0,0,1,1,0
1.974076360,0,0,1,1,1
1.974076420,0,0,0,1,1
1.974084740,0,0,0,1,0
1.974084800,0,0,1,1,0
1.974085020,0,1,1,1,0
1.974085140,0,0,1,1,0
1.974085260,0,1,1,1,0
1.974085400,0,0,1,1,0
1.974085520,0,1,1,1,0
1.974085640,0,0,1,1,0
1.974085760,0,1,1,1,0
1.974085900,0,0,1,1,0
1.974086020,0,1,1,1,0
1.974086140,0,0,1,1,0
1.974086260,0,1,1,1,0
1.974086400,0,0,1,1,0
1.974086520,0,1,1,1,0
1.974086640,0,0,1,1,0
1.974086780,0,1,1,1,0
1.974086900,0,0,1,1,0
1.974089880,0,0,1,1,1
1.974089940,0,0,0,1,1
1.974098260,0,0,0,1,0
1.974098320,0,0,1,1,0
1.974098540,0,1,1,1,0
1.974098680,0,0,1,1,0
1.974098800,0,1,1,1,0
1.974098920,0,0,1,1,0
1.974099040,0,1,1,1,0
1.974099180,0,0,1,1,0
1.974099300,0,1,1,1,0
1.974099420,0,0,1,1,0
1.974099540,0,1,1,1,0
1.974099680,0,0,1,1,0
1.974099800,0,1,1,1,0
1.974099920,0,0,1,1,0
1.974100040,0,1,1,1,0
1.974100180,0,0,1,1,0
1.974100300,0,1,1,1,0
1.974100420,0,0,1,1,0
1.974103400,0,0,1,1,1
1.974103460,0,0,0,1,1
1.974111800,0,0,0,1,0
1.974111860,0,0,1,1,0
1.974112060,0,1,1,1,0
1.974112200,0,0,1,1,0
1.974112320,0,1,1,1,0
1.974112440,0,0,1,1,0
1.974112560,0,1,1,1,0
1.974112700,0,0,1,1,0
1.974112820,0,1,1,1,0
1.974112940,0,0,1,1,0
1.974113080,0,1,1,1,0
1.974113200,0,0,1,1,0
1.974113320,0,1,1,1,0
1.974113460,0,0,1,1,0
1.974113580,0,1,1,1,0
1.974113700,0,0,1,1,0
1.974113820,0,1,1,1,0
1.974113960,0,0,1,1,0
1.974116920,0,0,1,1,1
1.974117000,0,0,0,1,1
1.974125320,0,0,0,1,0
1.974125380,0,0,1,1,0
1.974125600,0,1,1,1,0
1.974125720,0,0,1,1,0
1.974125840,0,1,1,1,0
1.974125980,0,0,1,1,0
1.974126100,0,1,1,1,0
1.974126220,0,0,1,1,0
1.974126340,0,1,1,1,0
1.974126480,0,0,1,1,0
1.974126600,0,1,1,1,0
1.974126720,0,0,1,1,0
1.974126840,0,1,1,1,0
1.974126980,0,0,1,1,0
1.974127100,0,1,1,1,0
1.974127220,0,0,1,1,0
1.974127340,0,1,1,1,0
1.974127480,0,0,1,1,0
1.974130440,0,0,1,1,1
1.974130520,0,0,0,1,1
1.974138840,0,0,0,1,0
1.974138900,0,0,1,1,0
1.974139120,0,1,1,1,0
1.974139240,0,0,1,1,0
1.974139360,0,1,1,1,0
1.974139500,0,0,1,1,0
1.974139620,0,1,1,1,0
1.974139740,0,0,1,1,0
1.974139860,0,1,1,1,0
1.974140000,0,0,1,1,0
1.974140120,0,1,1,1,0
1.974140240,0,0,1,1,0
1.974140360,0,1,1,1,0
1.974140500,0,0,1,1,0
1.974140620,0,1,1,1,0
1.974140740,0,0,1,1,0
1.974140860,0,1,1,1,0
1.974141000,0,0,1,1,0
1.974143980,0,0,1,1,1
1.974144040,0,0,0,1,1
1.974152360,0,0,0,1,0
1.974152420,0,0,1,1,0
1.974152640,0,1,1,1,0
1.974152780,0,0,1,1,0
1.974152900,0,1,1,1,0
1.974153020,0,0,1,1,0
1.974153140,0,1,1,1,0
1.974153280,0,0,1,1,0
1.974153400,0,1,1,1,0
1.974153520,0,0,1,1,0
1.974153640,0,1,1,1,0
1.974153780,0,0,1,1,0
1.974153900,0,1,1,1,0
1.974154020,0,0,1,1,0
1.974154140,0,1,1,1,0
1.974154280,0,0,1,1,0
1.974154400,0,1,1,1,0
1.974154520,0,0,1,1,0
1.974157500,0,0,1,1,1
1.974157560,0,0,0,1,1
1.974165900,0,0,0,1,0
1.974165960,0,0,1,1,0
1.974166160,0,1,1,1,0
1.974166300,0,0,1,1,0
1.974166420,0,1,1,1,0
1.974166560,0,0,1,1,0
1.974166680,0,1,1,1,0
1.974166800,0,0,1,1,0
1.974166920,0,1,1,1,0
1.974167060,0,0,1,1,0
1.974167180,0,1,1,1,0
1.974167300,0,0,1,1,0
1.974167420,0,1,1,1,0
1.974167560,0,0,1,1,0
1.974167680,0,1,1,1,0
1.974167800,0,0,1,1,0
1.974167920,0,1,1,1,0
1.974168060,0,0,1,1,0
1.974171020,0,0,1,1,1
1.974171100,0,0,0,1,1
1.974179420,0,0,0,1,0
1.974179480,0,0,1,1,0
1.974179700,0,1,1,1,0
1.974179820,0,0,1,1,0
1.974179940,0,1,1,1,0
1.974180080,0,0,1,1,0
1.974180200,0,1,1,1,0
1.974180320,0,0,1,1,0
1.974180440,0,1,1,1,0
1.974180580,0,0,1,1,0
1.974180700,0,1,1,1,0
1.974180820,0,0,1,1,0
1.974180940,0,1,1,1,0
1.974181080,0,0,1,1,0
1.974181200,0,1,1,1,0
1.974181320,0,0,1,1,0
1.974181440,0,1,1,1,0
1.974181580,0,0,1,1,0
1.974184560,0,0,1,1,1
1.974184620,0,0,0,1,1
1.974192960,0,0,0,1,0
1.974193000,0,0,1,1,0
1.974193220,0,1,1,1,0
1.974193360,0,0,1,1,0
1.974193480,0,1,1,1,0
1.974193600,0,0,1,1,0
1.974193720,0,1,1,1,0
1.974193860,0,0,1,1,0
1.974193980,0,1,1,1,0
1.974194100,0,0,1,1,0
1.974194220,0,1,1,1,0
1.974194360,0,0,1,1,0
1.974194480,0,1,1,1,0
1.974194600,0,0,1,1,0
1.974194720,0,1,1,1,0
1.974194860,0,0,1,1,0
1.974194980,0,1,1,1,0
1.974195100,0,0,1,1,0
1.974198080,0,0,1,1,1
1.974198160,0,0,0,1,1
1.974206480,0,0,0,1,0
1.974206540,0,0,1,1,0
1.974206760,0,1,1,1,0
1.974206880,0,0,1,1,0
1.974207000,0,1,1,1,0
1.974207140,0,0,1,1,0
1.974207260,0,1,1,1,0
1.974207380,0,0,1,1,0
1.974207520,0,1,1,1,0
1.974207640,0,0,1,1,0
1.974207760,0,1,1,1,0
1.974207900,0,0,1,1,0
1.974208020,0,1,1,1,0
1.974208140,0,0,1,1,0
1.974208260,0,1,1,1,0
1.974208400,0,0,1,1,0
1.974208520,0,1,1,1,0
1.974208640,0,0,1,1,0
1.974211620,0,0,1,1,1
1.974211680,0,0,0,1,1
1.974220000,0,0,0,1,0
1.974220060,0,0,1,1,0
1.974220280,0,1,1,1,0
1.974220420,0,0,1,1,0
1.974220540,0,1,1,1,0
1.974220660,0,0,1,1,0
1.974220780,0,1,1,1,0
1.974220920,0,0,1,1,0
1.974221040,0,1,1,1,0
1.974221160,0,0,1,1,0
1.974221280,0,1,1,1,0
1.974221420,0,0,1,1,0
1.974221540,0,1,1,1,0
1.974221660,0,0,1,1,0
1.974221780,0,1,1,1,0
1.974221920,0,0,1,1,0
